cruise_name,vessel_name_abbr,zone,station,event_type,station_event_id,original_event_id,event_date,year,month,day,time_start,time_end,sampling_duration_minutes,day_night,time_zone_code,minimum_sampling_depth_meters,maximum_sampling_depth_meters,tow_speed_kilometers_per_hour,latitude_start_decdeg,longitude_start_decdeg,latitude_end_decdeg,longitude_end_decdeg,bottom_depth_meters,tow_distance_nautical_miles,wind_direction_degrees,wind_speed_kilometers_per_hour,wave_height_meters,comments,day_of_year,dataset_doi
GoA2019,Kaganovsky,,13,CTD,GoA2019-Kaganovsky-13-CTD,,2019-02-25T08:36:00Z,2019,2,25,08:36:00,,,,UTC,0,1000,,50.66666667,-147.4846667,,,4800,,,,,,56,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,14,CTD,GoA2019-Kaganovsky-14-CTD,,2019-02-25T17:03:00Z,2019,2,25,17:03:00,,,,UTC,0,1000,,51.66566667,-147.5013333,,,4200,,,,,,56,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,15,CTD,GoA2019-Kaganovsky-15-CTD,,2019-02-26T01:30:00Z,2019,2,26,01:30:00,,,,UTC,0,1000,,52.66716667,-147.5001667,,,4400,,,,,,57,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,16,CTD,GoA2019-Kaganovsky-16-CTD,,2019-02-26T09:25:00Z,2019,2,26,09:25:00,,,,UTC,0,1000,,53.66683333,-147.4978333,,,4200,,,,,,57,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,17,CTD,GoA2019-Kaganovsky-17-CTD,,2019-02-26T17:32:00Z,2019,2,26,17:32:00,,,,UTC,0,1000,,54.666,-147.5001667,,,3320,,,,,,57,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,18,CTD,GoA2019-Kaganovsky-18-CTD,,2019-02-27T02:30:00Z,2019,2,27,02:30:00,,,,UTC,0,1000,,55.66833333,-147.4986667,,,4150,,,,,,58,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,19,CTD,GoA2019-Kaganovsky-19-CTD,,2019-02-27T10:30:00Z,2019,2,27,10:30:00,,,,UTC,0,1000,,56.66733333,-147.5033333,,,4000,,,,,,58,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,20,CTD,GoA2019-Kaganovsky-20-CTD,,2019-02-27T18:15:00Z,2019,2,27,18:15:00,,,,UTC,0,1000,,56.66733333,-146.0013333,,,4000,,,,,,58,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,21,CTD,GoA2019-Kaganovsky-21-CTD,,2019-02-28T01:50:00Z,2019,2,28,01:50:00,,,,UTC,0,1000,,56.66683333,-144.5,,,4200,,,,,,59,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,22,CTD,GoA2019-Kaganovsky-22-CTD,,2019-02-28T09:05:00Z,2019,2,28,09:05:00,,,,UTC,0,1000,,56.66866667,-143.0001667,,,3800,,,,,,59,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,23,CTD,GoA2019-Kaganovsky-23-CTD,,2019-02-28T17:23:00Z,2019,2,28,17:23:00,,,,UTC,0,1000,,55.66716667,-142.9976667,,,3800,,,,,,59,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,24,CTD,GoA2019-Kaganovsky-24-CTD,,2019-03-01T01:15:00Z,2019,3,1,01:15:00,,,,UTC,0,1000,,55.6655,-144.5008333,,,3980,,,,,,60,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,25,CTD,GoA2019-Kaganovsky-25-CTD,,2019-03-01T08:30:00Z,2019,3,1,08:30:00,,,,UTC,0,1000,,55.66783333,-145.9968333,,,4000,,,,,,60,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,26,CTD,GoA2019-Kaganovsky-26-CTD,,2019-03-01T16:40:00Z,2019,3,1,16:40:00,,,,UTC,0,1000,,54.66933333,-145.9993333,,,4120,,,,,,60,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,27,CTD,GoA2019-Kaganovsky-27-CTD,,2019-03-02T00:50:00Z,2019,3,2,00:50:00,,,,UTC,0,1000,,53.66616667,-145.999,,,4100,,,,,,61,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,28,CTD,GoA2019-Kaganovsky-28-CTD,,2019-03-02T08:40:00Z,2019,3,2,08:40:00,,,,UTC,0,1000,,52.6685,-146.0041667,,,4000,,,,,,61,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,29,CTD,GoA2019-Kaganovsky-29-CTD,,2019-03-02T16:47:00Z,2019,3,2,16:47:00,,,,UTC,0,1000,,51.66716667,-146.0001667,,,4000,,,,,,61,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,30,CTD,GoA2019-Kaganovsky-30-CTD,,2019-03-03T01:05:00Z,2019,3,3,01:05:00,,,,UTC,0,1000,,50.66583333,-146.0008333,,,3700,,,,,,62,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,31,CTD,GoA2019-Kaganovsky-31-CTD,,2019-03-03T09:00:00Z,2019,3,3,09:00:00,,,,UTC,0,1000,,49.6675,-145.9993333,,,4500,,,,,,62,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,32,CTD,GoA2019-Kaganovsky-32-CTD,,2019-03-03T17:35:00Z,2019,3,3,17:35:00,,,,UTC,0,1000,,48.667,-145.9998333,,,4500,,,,,,62,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,33,CTD,GoA2019-Kaganovsky-33-CTD,,2019-03-04T01:51:00Z,2019,3,4,01:51:00,,,,UTC,0,1000,,48.66516667,-144.5016667,,,4000,,,,,,63,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,34,CTD,GoA2019-Kaganovsky-34-CTD,,2019-03-04T09:50:00Z,2019,3,4,09:50:00,,,,UTC,0,1000,,49.66683333,-144.67,,,4000,,,,,,63,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,35,CTD,GoA2019-Kaganovsky-35-CTD,,2019-03-04T18:17:00Z,2019,3,4,18:17:00,,,,UTC,0,1000,,50.66783333,-144.5006667,,,4170,,,,,,63,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,36,CTD,GoA2019-Kaganovsky-36-CTD,,2019-03-05T02:25:00Z,2019,3,5,02:25:00,,,,UTC,0,1000,,51.66666667,-144.5,,,3950,,,,,,64,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,37,CTD,GoA2019-Kaganovsky-37-CTD,,2019-03-05T10:20:00Z,2019,3,5,10:20:00,,,,UTC,0,1000,,52.66666667,-144.4991667,,,4000,,,,,,64,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,38,CTD,GoA2019-Kaganovsky-38-CTD,,2019-03-05T18:05:00Z,2019,3,5,18:05:00,,,,UTC,0,1000,,53.6655,-144.5005,,,2800,,,,,,64,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,39,CTD,GoA2019-Kaganovsky-39-CTD,,2019-03-06T02:11:00Z,2019,3,6,02:11:00,,,,UTC,0,1000,,54.667,-144.4998333,,,4000,,,,,,65,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,40,CTD,GoA2019-Kaganovsky-40-CTD,,2019-03-06T09:10:00Z,2019,3,6,09:10:00,,,,UTC,0,1000,,54.66666667,-143,,,3900,,,,,,65,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,41,CTD,GoA2019-Kaganovsky-41-CTD,,2019-03-06T17:15:00Z,2019,3,6,17:15:00,,,,UTC,0,1000,,53.66683333,-142.9978333,,,3900,,,,,,65,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,42,CTD,GoA2019-Kaganovsky-42-CTD,,2019-03-07T01:15:00Z,2019,3,7,01:15:00,,,,UTC,0,1000,,52.66583333,-143.0016667,,,3850,,,,,,66,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,43,CTD,GoA2019-Kaganovsky-43-CTD,,2019-03-07T09:23:00Z,2019,3,7,09:23:00,,,,UTC,0,1000,,51.66666667,-143.0025,,,3900,,,,,,66,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,44,CTD,GoA2019-Kaganovsky-44-CTD,,2019-03-07T17:38:00Z,2019,3,7,17:38:00,,,,UTC,0,1000,,50.6565,-142.9995,,,4000,,,,,,66,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,45,CTD,GoA2019-Kaganovsky-45-CTD,,2019-03-08T02:35:00Z,2019,3,8,02:35:00,,,,UTC,0,1000,,49.66666667,-142.9988333,,,4200,,,,,,67,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,46,CTD,GoA2019-Kaganovsky-46-CTD,,2019-03-08T12:19:00Z,2019,3,8,12:19:00,,,,UTC,0,1000,,48.667,-142.997,,,4300,,,,,,67,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,47,CTD,GoA2019-Kaganovsky-47-CTD,,2019-03-08T20:30:00Z,2019,3,8,20:30:00,,,,UTC,0,1000,,48.67333333,-141.5013333,,,4200,,,,,,67,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,48,CTD,GoA2019-Kaganovsky-48-CTD,,2019-03-09T05:50:00Z,2019,3,9,05:50:00,,,,UTC,0,1000,,49.66566667,-141.4993333,,,4000,,,,,,68,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,49,CTD,GoA2019-Kaganovsky-49-CTD,,2019-03-09T14:24:00Z,2019,3,9,14:24:00,,,,UTC,0,1000,,50.66583333,-141.4991667,,,3900,,,,,,68,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,50,CTD,GoA2019-Kaganovsky-50-CTD,,2019-03-09T22:51:00Z,2019,3,9,22:51:00,,,,UTC,0,1000,,51.66466667,-141.4981667,,,3600,,,,,,68,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,51,CTD,GoA2019-Kaganovsky-51-CTD,,2019-03-10T06:55:00Z,2019,3,10,06:55:00,,,,UTC,0,1000,,52.66566667,-141.494,,,3800,,,,,,69,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,52,CTD,GoA2019-Kaganovsky-52-CTD,,2019-03-10T15:02:00Z,2019,3,10,15:02:00,,,,UTC,0,1000,,53.66566667,-141.4973333,,,3800,,,,,,69,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,53,CTD,GoA2019-Kaganovsky-53-CTD,,2019-03-10T23:07:00Z,2019,3,10,23:07:00,,,,UTC,0,1000,,53.667,-140.0011667,,,4600,,,,,,69,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,54,CTD,GoA2019-Kaganovsky-54-CTD,,2019-03-11T11:30:00Z,2019,3,11,11:30:00,,,,UTC,0,1000,,52.66583333,-140.0006667,,,3600,,,,,,70,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,55,CTD,GoA2019-Kaganovsky-55-CTD,,2019-03-11T22:27:00Z,2019,3,11,22:27:00,,,,UTC,0,1000,,51.66766667,-139.9995,,,3800,,,,,,70,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,56,CTD,GoA2019-Kaganovsky-56-CTD,,2019-03-12T15:50:00Z,2019,3,12,15:50:00,,,,UTC,0,1000,,50.66666667,-140.0001667,,,3700,,,,,,71,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,57,CTD,GoA2019-Kaganovsky-57-CTD,,2019-03-13T00:27:00Z,2019,3,13,00:27:00,,,,UTC,0,1000,,50.66666667,-138.5008333,,,3220,,,,,,72,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,58,CTD,GoA2019-Kaganovsky-58-CTD,,2019-03-13T18:08:00Z,2019,3,13,18:08:00,,,,UTC,0,1000,,49.6655,-138.4993333,,,3900,,,,,,72,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,59,CTD,GoA2019-Kaganovsky-59-CTD,,2019-03-14T07:40:00Z,2019,3,14,07:40:00,,,,UTC,0,1000,,48.66666667,-138.5001667,,,4050,,,,,,73,https://doi.org/10.21966/66gj-7q46
GoA2019,Kaganovsky,,60,CTD,GoA2019-Kaganovsky-60-CTD,,2019-03-14T15:59:00Z,2019,3,14,15:59:00,,,,UTC,0,1000,,48.66566667,-136.9973333,,,3800,,,,,,73,https://doi.org/10.21966/66gj-7q46
IYS2020,Legacy,,1,Trawl,IYS2020-Legacy-1-Trawl,,2020-03-13T04:20:00Z,2020,3,13,04:20:00,05:20:00,60,night,UTC,0,25,9,48.4165,-128.0575,48.3846666666667,-127.934833333333,2600,5,270,15,,"First CTD 48° 23.8537N, -127° 59.767W
Bongo 48° 23.2813N, -127° 59.2766W",73,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,2,Trawl,IYS2020-Legacy-2-Trawl,,2020-03-13T16:00:00Z,2020,3,13,16:00:00,17:00:00,60,day,UTC,0,18,10,48.4275,-129.5135,48.35,-129.443333333333,2000,,315,30,,"First CTD 48° 23.64'N, -129° 30.23W
Bongo 48° 22.55'N, -129° 30.80W
Juday 48° 22.28'N, -129° 30.98W",73,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,3,Trawl,IYS2020-Legacy-3-Trawl,,2020-03-15T18:13:00Z,2020,3,15,18:13:00,19:23:00,70,day,UTC,0,16,9,47.4216666666667,-136.983333333333,47.34,-137.04,4100,6,45,20,,"CTD 41° 26.03N, -136° 57.48W 4100m
Bongo 47° 25N, -136° 57.84",75,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,4,Trawl,IYS2020-Legacy-4-Trawl,,2020-03-16T05:19:00Z,2020,3,16,05:19:00,06:19:00,60,night,UTC,0,,9,47.4,-138.511666666667,47.3183333333333,-138.543166666667,4150,5,360,5,,,76,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,5,Trawl,IYS2020-Legacy-5-Trawl,,2020-03-16T07:30:00Z,2020,3,16,07:30:00,08:30:00,60,night,UTC,0,9,8,47.42,-138.5255,47.2716666666667,-138.59,4200,5,360,10,,"Deep set at station 4Juday 47° 24.5N, 130° 29.9W",76,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,6,Trawl,IYS2020-Legacy-6-Trawl,,2020-03-16T16:55:00Z,2020,3,16,16:55:00,17:55:00,60,day,UTC,0,19,10,47.4133333333333,-140.001666666667,47.3283333333333,-140.036666666667,4200,6,360,15,,"CTD 47° 25.65N, 139°  59.26W
Bongo 47° 25.38N, 138°  59.54W",76,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,7,Trawl,IYS2020-Legacy-7-Trawl,,2020-03-17T02:08:00Z,2020,3,17,02:08:00,03:08:00,60,night,UTC,0,,10,47.4416666666667,-141.491666666667,47.355,-141.521666666667,4300,5,45,,,"CTD 47° 27.50N, 141° 28.77W
Bongo 47° 27.2N,161° 29.27W",77,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,8,Trawl,IYS2020-Legacy-8-Trawl,,2020-03-17T11:02:00Z,2020,3,17,11:02:00,12:02:00,60,day,UTC,0,17,9,47.43,-142.98,47.36,-142.023333333333,4400,5,360,,,"CTD 47° 25.95N, 142° 58.85W
Bongo 47° 25.9N, 142° 58.9W
Juday 47° 26.03N, 142° 58.92W",77,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,9,Trawl,IYS2020-Legacy-9-Trawl,,2020-03-17T20:39:00Z,2020,3,17,20:39:00,21:39:00,60,day,UTC,0,18,10,48.395,-143.011666666667,48.4233333333333,-143.14,4300,5,,0,,"CTD 48° 23.03N, 143° 00.57W
Bongo 48° 23.19N, 143° 01.41W",77,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,10,Trawl,IYS2020-Legacy-10-Trawl,,2020-03-18T05:02:00Z,2020,3,18,05:02:00,06:02:00,60,night,UTC,0,18,10,48.4033333333333,-144.481666666667,48.3833333333333,-144.6,4400,5,,0,,"CTD 48° 24.6N, 144° 29.28W 
Bongo 48° 24.31N, 144° 29.21W
Juday 48° 24.29N, 144° 29.21W",78,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,11,Trawl,IYS2020-Legacy-11-Trawl,,2020-03-18T13:52:00Z,2020,3,18,13:52:00,14:52:00,60,night,UTC,0,18,9,48.415,-145.981666666667,48.4,-146.106666666667,4600,5,,0,,"CTD/Niskin 48° 25.28N, 145° 59.64W 
Bongo 48° 25.32N, 145° 59.66W
Juday 48° 25.32N, 145° 59.55W",78,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,12,Trawl,IYS2020-Legacy-12-Trawl,,2020-03-18T22:20:00Z,2020,3,18,22:20:00,23:20:00,60,day,UTC,0,21,9,48.3916666666667,-147.501666666667,48.4716666666667,-147.49,4800,,315,,,"CTD 48° 24.08N, 147° 29.73W 
Bongo 48° 24.05N, 147° 29.81W
Juday 48° 24.05N, 147° 29.80W",78,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,13,Trawl,IYS2020-Legacy-13-Trawl,,2020-03-18T07:12:00Z,2020,3,18,07:12:00,08:12:00,60,night,UTC,0,17,9,49.4066666666667,-147.525,49.3866666666667,-147.408333333333,4600,5,315,25,,"CTD 49° 25.06N, 147° 32.05W 
Bongo 49° 24.67N, 147° 32.27W
Juday 49° 24.51N, 147° 32.31W",78,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,14,Trawl,IYS2020-Legacy-14-Trawl,,2020-03-19T18:21:00Z,2020,3,19,18:21:00,19:21:00,60,day,UTC,0,,10,50.4198333333333,-147.513833333333,50.3316666666667,-147.463333333333,4500,,360,15,,"CTD 50° 24.96N, 147° 30.76W 
Bongo 50° 24.42N, 147° 30.46W
Juday 50° 24.11N, 147° 30.29W",79,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,15,Trawl,IYS2020-Legacy-15-Trawl,,2020-03-19T20:24:00Z,2020,3,19,20:24:00,21:24:00,60,day,UTC,0,10,9,50.3233333333333,-147.505,50.3966666666667,-147.495,4500,5,360,8,,Deep set,79,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,16,Trawl,IYS2020-Legacy-16-Trawl,,2020-03-20T06:22:00Z,2020,3,20,06:22:00,07:22:00,60,night,UTC,0,20,9,51.4033333333333,-147.515,51.3666666666667,-147.388333333333,3100,5,360,10,,"CTD 51° 25.04N, 147° 30.04W 
Bongo 51° 24.4N, 147° 29.85W
Juday 51° 24.07N, 147° 29.78W",80,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,17,Trawl,IYS2020-Legacy-17-Trawl,,2020-03-20T15:09:00Z,2020,3,20,15:09:00,16:09:00,60,dawn,UTC,0,21,9,51.4233333333333,-146.016666666667,51.3533333333333,-145.961666666667,4250,,45,18,,"CTD 51° 25.69N, 146° 00.97W 
Bongo 51° 25.47N, 146° 01.04W
Juday 51° 15.34N, 146° 01.09W",80,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,18,Trawl,IYS2020-Legacy-18-Trawl,,2020-03-20T17:13:00Z,2020,3,20,17:13:00,18:13:00,60,day,UTC,0,12,9,51.3416666666667,-145.956666666667,51.3966666666667,-146.043333333333,4300,5,45,18,,Deep set,80,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,19,Trawl,IYS2020-Legacy-19-Trawl,,2020-03-21T02:03:00Z,2020,3,21,02:03:00,03:03:00,60,day,UTC,0,18,10,50.4083333333333,-146.006666666667,50.3233333333333,-145.983333333333,4050,,360,,,"CTD 50° 25.86N, 146° 00.35W 
Bongo 50° 25.50N, 146° 00.50W
Juday 50° 25.28N, 146° W",81,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,20,Trawl,IYS2020-Legacy-20-Trawl,,2020-03-21T10:56:00Z,2020,3,21,10:56:00,11:56:00,60,night,UTC,0,17,9,50.4116666666667,-144.498333333333,,,4180,5,,,,"CTD 50° 25.04N, 144°4 30.57W 
Bongo 50° 24.98N, 14° 30.48W
Juday 50° 24.95N, 146° 30.45W",81,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,21,Trawl,IYS2020-Legacy-21-Trawl,,2020-03-21T20:03:00Z,2020,3,21,20:03:00,21:03:00,60,day,UTC,0,13,9,51.4983333333333,-144.506666666667,51.5066666666667,-144.37,4150,,225,15,,"CTD 51° 29.47N, 144° 32.29W 
Bongo 51° 29.71N, 144° 31.79W
Juday 51° 29.84N, 144° 31.43W",81,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,22,Trawl,IYS2020-Legacy-22-Trawl,,2020-03-22T04:19:00Z,2020,3,22,04:19:00,05:19:00,60,night,UTC,0,14,9,51.48,-143.005,51.55,-142.935,4077,5,225,25,,"CTD 51° 28.30N, 143° 62.1W 
Bongo 51° 28.19N, 143° 01.31W
Juday 51° 28.18N, 143° 01.14W",82,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,23,Trawl,IYS2020-Legacy-23-Trawl,,2020-03-22T09:07:00Z,2020,3,22,09:07:00,10:02:00,60,night,UTC,0,22,10,53.38,-140.041666666667,53.3566666666667,-139.898333333333,3550,5,315,25,,"ctd 53° 23.06N, 140°  03.25W
Juday 53°  23.1N, 140°  03.26W",82,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,24,Trawl,IYS2020-Legacy-24-Trawl,,2020-03-24T15:25:00Z,2020,3,24,15:25:00,16:25:00,60,day,UTC,0,,10,54.435,-135.548333333333,54.3416666666667,-135.415,2950,5,315,12,,"CTD 54° 25.78N, 135° 32.79W 
Bongo 54° 25.04N, 135° 32.77W
Juday 54° 24.66N, 135° 32.79W",84,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,25,Trawl,IYS2020-Legacy-25-Trawl,,2020-03-24T23:22:00Z,2020,3,24,23:22:00,00:22:00,60,day,UTC,0,,9,54.5616666666667,-134.035,54.535,-133.908333333333,258.75,5,295,15,,"CTD 54° 33.9N, 134° 02.9W
Bongo 54° 33.4N, 134° 02.9W
Juday 54° 33.2N, 134° 02.9W",84,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,26,Trawl,IYS2020-Legacy-26-Trawl,,2020-03-26T12:40:00Z,2020,3,26,12:40:00,13:40:00,60,day,UTC,0,23,11,54.3883333333333,-132.423333333333,54.4116666666667,-132.635,282.5,6,270,15,,"CTD 54° 24.28N, 132° 29.45W
Bongo 54° 44.0N, 132° 28.0W
Juday 54° 23.4N, 132° 27.2W",86,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,27,Trawl,IYS2020-Legacy-27-Trawl,,2020-03-26T20:43:00Z,2020,3,26,20:43:00,21:43:00,60,day,UTC,0,,10,54.4,-134.001666666667,54.3933333333333,-133.846666666667,335,5,270,,,"CTD 54° 24.3N, 134° 01.3W
Bongo 54° 24.4N, 134° 00.1W
Juday 54° 23.3N, 133° 59.2W",86,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,28,Trawl,IYS2020-Legacy-28-Trawl,,2020-03-27T06:03:00Z,2020,3,27,06:03:00,07:30:00,60,night,UTC,0,23,9,53.4166666666667,-134.028333333333,53.3483333333333,-133.95,2850,5,270,15,,"CTD 53° 24.2N, 134° 03.3W
Bongo 53° 03.0N, 134° 03.0W
Juday 53° 23.9N, 134° 02.7W",87,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,29,Trawl,IYS2020-Legacy-29-Trawl,,2020-03-27T15:19:00Z,2020,3,27,15:19:00,16:19:00,60,day,UTC,0,20,10,53.4133333333333,-135.48,53.3783333333333,-135.61,825,5,270,15,,"CTD 53° 25.8N, 135° 29.8W
Bongo 53° 25.6N, 135° 29.2W
Juday 53° 25.4N, 135° 28.8W",87,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,30,Trawl,IYS2020-Legacy-30-Trawl,,2020-03-27T23:48:00Z,2020,3,27,23:48:00,00:45:00,60,day,UTC,0,,9,53.4083333333333,-137.028333333333,53.38,-136.898333333333,3300,5,270,20,,"CTD 53° 25.17N 137° 03.52W
Bongo 53° 25.0N 137° 30.1W
Juday 53° 24.9N 137° 02.7W",87,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,31,Trawl,IYS2020-Legacy-31-Trawl,,2020-03-28T09:36:00Z,2020,3,28,09:36:00,10:36:00,60,night,UTC,0,21,10,52.9033333333333,-137.033333333333,52.3883333333333,-136.891666666667,4175,5,270,20,,"CTD 52° 24.99N, 137° 05.33W
Bongo 52° 24.24N, 137° 03.44W
Juday 52° 24.16N, 137° 02.17W",88,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,32,Trawl,IYS2020-Legacy-32-Trawl,,2020-03-29T04:38:00Z,2020,3,29,04:38:00,05:38:00,60,dusk,UTC,0,21,9,52.3983333333333,-138.65,52.3983333333333,-138.518333333333,3350,5,270,25,,"CTD 52° 23.7N, 138° 40.1W
Juday 52° 25.3N, 138° 41.2W",89,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,33,Trawl,IYS2020-Legacy-33-Trawl,,2020-03-29T19:20:00Z,2020,3,29,19:20:00,20:20:00,60,day,UTC,0,20,9,51.41,-138.58,51.3983333333333,-138.445,3600,5,270,25,,"CTD 51° 25.1N, 138° 37.1W
Bongo 51° 24.2N, 138° 36.6W
Juday 51° 24.6N, 138° 36.1W",89,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,34,Trawl,IYS2020-Legacy-34-Trawl,,2020-03-31T12:25:00Z,2020,3,31,12:25:00,13:25:00,60,night,UTC,0,19,9,50.405,-138.5555,50.38,-138.428333333333,3600,5,315,20,,"CTD 50° 25.1N, 138° 34.3W
Juday 50° 24.5N, 138° 34.1W",91,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,35,Trawl,IYS2020-Legacy-35-Trawl,,2020-03-31T20:50:00Z,2020,3,31,20:50:00,21:50:00,60,day,UTC,0,,9,49.4616666666667,-138.52,49.385,-138.49,3700,5,360,10,,"CTD 49° 28.7N, 138° 31.3W
Bongo 49° 28.5N, 138° 31.2W
Juday 49° 28.4N, 138° 31.3W",91,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,36,Trawl,IYS2020-Legacy-36-Trawl,,2020-04-01T05:36:00Z,2020,4,1,05:36:00,06:36:00,60,night,UTC,0,20,9,49.4366666666667,-140.003333333333,49.3533333333333,-139.998333333333,3800,5,360,,,"CTD 49° 26.7N, 140° 00.1W
Bongo 49° 26.4N, 140° 00.2W
Juday 49° 26.2N, 140° 00.1W",92,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,37,Trawl,IYS2020-Legacy-37-Trawl,,2020-04-01T15:05:00Z,2020,4,1,15:05:00,16:05:00,60,day,UTC,0,18,9,49.425,-141.505,49.34,-141.495,3850,,360,,,"CTD 49° 26.14N, 141° 29.93W
Bongo 49° 26.04N, 141° 29.99W
Juday 49° 25.9N, 141° 29.96W",92,https://doi.org/10.21966/4J6T-GB64
IYS2020,Legacy,,38,Trawl,IYS2020-Legacy-38-Trawl,,2020-04-01T23:26:00Z,2020,4,1,23:26:00,00:26:00,60,day,UTC,0,20,9,48.405,-141.491666666667,48.365,-141.383333333333,4200,5,360,,,"CTD 48° 224.31N, 141° 28.57W
Bongo 48° 24.45N, 141° 28.79W
Juday 48° 24.54N, 141° 28.92W",92,https://doi.org/10.21966/4J6T-GB64
