Station_Event_ID,Catch_ID,Specimen_ID,Alternative_ID,Species_Recorded,Scientific_Name,Taxonomic_rank,common_name,Sex,Lifestage,Specimen_Length,Size_class_mm,Number_measured,Length_Type,Specimen_Length2,Length_Type2,Length_Units,Specimen_Weight,Specimen_Weight2,Weight_Units,Weight_Type,Comments,Stomach_fullness,Gonad_weight_grams,Fin_clip,Marks/Scars,Visceral adhesion,Gill,Scale book,Scale num,DNA,Head,Gonad,Liver,Muscle(-20),Muscle(-80),Note
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,IYS2022-TINRO-3-26-Trawl-183-979,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Male,adult,410,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,IYS2022-TINRO-3-26-Trawl-183-980,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Female,adult,380,10,3,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,IYS2022-TINRO-3-26-Trawl-183-981,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Female,adult,390,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,IYS2022-TINRO-3-26-Trawl-183-982,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Female,adult,360,10,3,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,IYS2022-TINRO-3-26-Trawl-183-983,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Female,adult,370,10,2,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-184,IYS2022-TINRO-3-26-Trawl-184-984,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Male,adult,280,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-185,IYS2022-TINRO-3-26-Trawl-185-985,NA,NA,Oncorhynchus gorbuscha,species,Pink Salmon,Male,adult,310,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-186,IYS2022-TINRO-3-26-Trawl-186-986,NA,NA,Oncorhynchus gorbuscha,species,Pink Salmon,Male,adult,280,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-987,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,110,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-988,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,120,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-989,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,200,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-990,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,220,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-991,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,260,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,IYS2022-TINRO-3-27-Trawl-190-992,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,410,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-195,IYS2022-TINRO-3-28-Trawl-195-993,NA,NA,Gonatus kamtschaticus,species,NA,N,adult,140,5,1,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-195,IYS2022-TINRO-3-28-Trawl-195-994,NA,NA,Gonatus kamtschaticus,species,NA,N,adult,110,5,1,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-195,IYS2022-TINRO-3-28-Trawl-195-995,NA,NA,Gonatus kamtschaticus,species,NA,N,adult,120,5,1,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-196,IYS2022-TINRO-3-28-Trawl-196-996,NA,NA,Gasterosteus aculeatus,species,NA,N,adult,80,5,3,Total length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-196,IYS2022-TINRO-3-28-Trawl-196-997,NA,NA,Gasterosteus aculeatus,species,NA,N,adult,75,5,1,Total length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-196,IYS2022-TINRO-3-28-Trawl-196-998,NA,NA,Gasterosteus aculeatus,species,NA,N,adult,70,5,1,Total length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-197,IYS2022-TINRO-3-28-Trawl-197-999,NA,NA,Okutania anonycha,species,NA,N,adult,45,5,1,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-197,IYS2022-TINRO-3-28-Trawl-197-1000,NA,NA,Okutania anonycha,species,NA,N,adult,50,5,31,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-197,IYS2022-TINRO-3-28-Trawl-197-1001,NA,NA,Okutania anonycha,species,NA,N,adult,55,5,14,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-197,IYS2022-TINRO-3-28-Trawl-197-1002,NA,NA,Okutania anonycha,species,NA,N,adult,60,5,5,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1003,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,100,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1004,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,120,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1005,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,190,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1006,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,150,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1007,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,140,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1008,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,170,10,4,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1009,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,110,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,IYS2022-TINRO-3-28-Trawl-199-1010,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,130,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-200,IYS2022-TINRO-3-28-Trawl-200-1011,NA,NA,Aurelia labiata,species,NA,N,adult,140,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-200,IYS2022-TINRO-3-28-Trawl-200-1012,NA,NA,Aurelia labiata,species,NA,N,adult,170,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-200,IYS2022-TINRO-3-28-Trawl-200-1013,NA,NA,Aurelia labiata,species,NA,N,adult,100,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-204,IYS2022-TINRO-3-29-Trawl-204-1014,NA,NA,Boreoteuthis borealis,species,NA,N,adult,150,5,2,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-204,IYS2022-TINRO-3-29-Trawl-204-1015,NA,NA,Boreoteuthis borealis,species,NA,N,adult,140,5,2,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-204,IYS2022-TINRO-3-29-Trawl-204-1016,NA,NA,Boreoteuthis borealis,species,NA,N,adult,130,5,1,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-204,IYS2022-TINRO-3-29-Trawl-204-1017,NA,NA,Boreoteuthis borealis,species,NA,N,adult,110,5,2,Mantle length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-205,IYS2022-TINRO-3-29-Trawl-205-1018,NA,NA,Aurelia labiata,species,NA,N,adult,250,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-205,IYS2022-TINRO-3-29-Trawl-205-1019,NA,NA,Aurelia labiata,species,NA,N,adult,100,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-206,IYS2022-TINRO-3-29-Trawl-206-1020,NA,NA,Tarletonbeania crenularis,species,NA,N,adult,65,5,1,Total length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1021,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,100,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1022,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,240,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1023,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,220,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1024,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,90,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1025,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,200,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1026,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,320,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1027,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,250,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1028,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,80,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1029,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,190,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1030,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,170,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1031,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,260,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1032,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,130,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1033,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,270,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1034,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,160,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1035,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,230,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1036,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,150,10,4,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1037,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,110,10,5,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1038,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,180,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1039,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,210,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1040,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,140,10,3,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1041,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,120,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1042,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,100,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,IYS2022-TINRO-3-29-Trawl-208-1043,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,70,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-211,IYS2022-TINRO-3-29-Trawl-211-1044,NA,NA,Oncorhynchus nerka,species,Sockeye Salmon,Female,adult,300,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-194,IYS2022-TINRO-3-27-Trawl-194-1045,NA,NA,Oncorhynchus gorbuscha,species,Pink Salmon,Male,adult,300,10,1,Fork length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1046,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,210,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1047,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,370,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1048,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,440,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1049,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,200,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1050,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,290,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1051,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,240,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1052,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,150,10,2,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,IYS2022-TINRO-3-31-Trawl-218-1053,NA,NA,Phacellophora camtshchatica,species,NA,N,adult,370,10,1,Bell diameter,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-219,IYS2022-TINRO-3-31-Trawl-219-1054,NA,NA,Tarletonbeania crenularis,species,NA,N,adult,55,5,2,Total length,NA,NA,Millimetres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
