eventID,parentEventID,eventDate,year,month,day,decimalLatitude,decimalLongitude,minimumDepthInMetres,maximumDepthInMetres,eventRemarks,institutionID,institutionCode,collectionCode,footprintWKT,coordinateUncertaintyInMeters,geodeticDatum,type
IYS:GoA2020:Stn12:bongo:Net2:G43,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net1:Z13,IYS:GoA2020:Stn13:bongo:Net1,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:F45,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:F46,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:F47,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:F48,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:G45,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn13:bongo:Net2:G46,IYS:GoA2020:Stn13:bongo:Net2,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.51266666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net1:Z14,IYS:GoA2020:Stn14:bongo:Net1,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:F49,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:F50,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:F51,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:F52,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:G47,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:G48,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:G49,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn14:bongo:Net2:G50,IYS:GoA2020:Stn14:bongo:Net2,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.50066666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net1:Z15,IYS:GoA2020:Stn15:bongo:Net1,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:F53,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:F54,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:F55,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:F56,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G51,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G52,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G53,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G54,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G55,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn15:bongo:Net2:G56,IYS:GoA2020:Stn15:bongo:Net2,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.01616666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net1:Z16,IYS:GoA2020:Stn16:bongo:Net1,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net2:F57,IYS:GoA2020:Stn16:bongo:Net2,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net2:F58,IYS:GoA2020:Stn16:bongo:Net2,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net2:F59,IYS:GoA2020:Stn16:bongo:Net2,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net2:F60,IYS:GoA2020:Stn16:bongo:Net2,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn16:bongo:Net2:G57,IYS:GoA2020:Stn16:bongo:Net2,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.00583333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -146.005833333333   50.431 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net1:Z17,IYS:GoA2020:Stn21:bongo:Net1,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:F61,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:F62,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:F63,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:F64,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:G58,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:G59,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:G60,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn21:bongo:Net2:G61,IYS:GoA2020:Stn21:bongo:Net2,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net1:Z18,IYS:GoA2020:Stn22:bongo:Net1,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net2:F65,IYS:GoA2020:Stn22:bongo:Net2,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net2:F66,IYS:GoA2020:Stn22:bongo:Net2,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net2:F67,IYS:GoA2020:Stn22:bongo:Net2,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net2:F68,IYS:GoA2020:Stn22:bongo:Net2,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn22:bongo:Net2:G62,IYS:GoA2020:Stn22:bongo:Net2,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.53816666666665,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net1:Z19,IYS:GoA2020:Stn23:bongo:Net1,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:F69,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:F70,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:F71,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:F72,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:G63,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn23:bongo:Net2:G64,IYS:GoA2020:Stn23:bongo:Net2,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.035   51.4716666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net1:Z20,IYS:GoA2020:Stn28:bongo:Net1,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:F73,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:F74,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:F75,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:F76,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:G65,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:G66,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:G67,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:G68,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:Stn28:bongo:Net2:G69,IYS:GoA2020:Stn28:bongo:Net2,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net1:Z21,IYS:GoA2020:StnP:bongo:Net1,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F77,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F78,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F79,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F80,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:G70,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:G71,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:G72,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:G73,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net1:Z22,IYS:GoA2020:StnQ:bongo:Net1,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:F81,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:F82,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:F83,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:F84,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:G74,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:G75,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnQ:bongo:Net2:G76,IYS:GoA2020:StnQ:bongo:Net2,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.41583333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net1:Z23,IYS:GoA2020:StnP:bongo:Net1,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F85,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F86,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
IYS:GoA2020:StnP:bongo:Net2:F87,IYS:GoA2020:StnP:bongo:Net2,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.04833333333335,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -134.048333333333   54.565 ),0,WGS84,sample
