eventID,parentEventID,eventDate,year,month,day,decimalLatitude,decimalLongitude,minimumDepthInMetres,maximumDepthInMetres,eventRemarks,institutionID,institutionCode,collectionCode,footprintWKT,coordinateUncertaintyInMeters,geodeticDatum,type
IYS:GoA2020:Stn2:bongo:Net2:G9,IYS:GoA2020:Stn2:bongo:Net2,2020-03-13T13:50:00Z,2020,3,13,48.3758333333333,-129.51333333333332,NA,NA,Cod end became dislodged at some point so it surfaced partially open. Sample was no longer quantitative so 7 species were picked for FA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -129.513333333333   48.3758333333333 ),0,WGS84,sample
IYS:GoA2020:Stn2:bongo:Net2:G10,IYS:GoA2020:Stn2:bongo:Net2,2020-03-13T13:50:00Z,2020,3,13,48.3758333333333,-129.51333333333332,NA,NA,Cod end became dislodged at some point so it surfaced partially open. Sample was no longer quantitative so 7 species were picked for FA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -129.513333333333   48.3758333333333 ),0,WGS84,sample
IYS:GoA2020:Stn2:bongo:Net2:G11,IYS:GoA2020:Stn2:bongo:Net2,2020-03-13T13:50:00Z,2020,3,13,48.3758333333333,-129.51333333333332,NA,NA,Cod end became dislodged at some point so it surfaced partially open. Sample was no longer quantitative so 7 species were picked for FA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -129.513333333333   48.3758333333333 ),0,WGS84,sample
IYS:GoA2020:Stn2:bongo:Net2:G12,IYS:GoA2020:Stn2:bongo:Net2,2020-03-13T13:50:00Z,2020,3,13,48.3758333333333,-129.51333333333332,NA,NA,Cod end became dislodged at some point so it surfaced partially open. Sample was no longer quantitative so 7 species were picked for FA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -129.513333333333   48.3758333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net1:Z3,IYS:GoA2020:Stn3:bongo:Net1,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:F5,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:F6,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:F7,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:F8,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:G13,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn3:bongo:Net2:G14,IYS:GoA2020:Stn3:bongo:Net2,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -136.958   47.4338333333333 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net1:Z4,IYS:GoA2020:Stn4:bongo:Net1,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:F9,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:F10,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:F11,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:F12,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:G15,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn4:bongo:Net2:G16,IYS:GoA2020:Stn4:bongo:Net2,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.46816666666666,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -138.468166666667   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net1:Z5,IYS:GoA2020:Stn5:bongo:Net1,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:F13,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:F14,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:F15,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:F16,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:G17,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:G18,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn5:bongo:Net2:G19,IYS:GoA2020:Stn5:bongo:Net2,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.99233333333333,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -139.992333333333   47.4275 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net1:Z6,IYS:GoA2020:Stn6:bongo:Net1,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:F17,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:F18,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:F19,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:F20,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:G20,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:G21,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:G22,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn6:bongo:Net2:G23,IYS:GoA2020:Stn6:bongo:Net2,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -141.4795   47.425 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net1:Z7,IYS:GoA2020:Stn7:bongo:Net1,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:F21,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:F22,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:F23,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:F24,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:G24,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:G25,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:G26,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn7:bongo:Net2:G27,IYS:GoA2020:Stn7:bongo:Net2,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.98083333333332,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -142.980833333333   47.4325 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net1:Z8,IYS:GoA2020:Stn8:bongo:Net1,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:F25,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:F26,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:F27,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:F28,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:G28,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:G29,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn8:bongo:Net2:G30,IYS:GoA2020:Stn8:bongo:Net2,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,NA,NA,Issues with bongo tucking under the vessel; some brief pauses during net retrival,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net1:Z9,IYS:GoA2020:Stn9:bongo:Net1,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:F31,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:F30,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:F29,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:F32,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:G31,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:G32,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn9:bongo:Net2:G33,IYS:GoA2020:Stn9:bongo:Net2,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -144.488   48.4016666666667 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net1:Z10,IYS:GoA2020:Stn10:bongo:Net1,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:F33,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:F34,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:F35,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:F36,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:G34,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn10:bongo:Net2:G35,IYS:GoA2020:Stn10:bongo:Net2,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -145.994   48.4213333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net1:Z11,IYS:GoA2020:Stn11:bongo:Net1,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:F37,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:F38,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:F39,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:F40,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:G36,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn11:bongo:Net2:G37,IYS:GoA2020:Stn11:bongo:Net2,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,NA,NA,NA,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net1:Z12,IYS:GoA2020:Stn12:bongo:Net1,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net1:F41,IYS:GoA2020:Stn12:bongo:Net1,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:F42,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:F43,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:F44,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:G38,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:G39,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:G40,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:G41,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
IYS:GoA2020:Stn12:bongo:Net2:G42,IYS:GoA2020:Stn12:bongo:Net2,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.53416666666666,NA,NA,Decent angle on wire during bongo cast,https://edmo.seadatanet.org/report/2220,UBC-EOAS,NA,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,sample
