eventID,type,parentEventID,eventRemarks,eventDate,year,month,day,decimalLatitude,decimalLongitude,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,coordinateUncertaintyInMeters,geodeticDatum
IYS:GoA2019:Stn39:bongo:Net1,bongo net cast,IYS:GoA2019:Stn39,cast,2019-03-06T02:10:00Z,2019,3,6,54.666666666666664,-144.5,250,0,POINT  ( -144.5   54.666666666666664 ),0,WGS84
IYS:GoA2019:Stn39:bongo:Net2,bongo net cast,IYS:GoA2019:Stn39,cast,2019-03-06T02:10:00Z,2019,3,6,54.666666666666664,-144.5,250,0,POINT  ( -144.5   54.666666666666664 ),0,WGS84
IYS:GoA2019:Stn36:bongo:Net1,bongo net cast,IYS:GoA2019:Stn36,cast,2019-03-05T02:25:00Z,2019,3,5,51.666666666666664,-144.5,250,0,POINT  ( -144.5   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn36:bongo:Net2,bongo net cast,IYS:GoA2019:Stn36,cast,2019-03-05T02:25:00Z,2019,3,5,51.666666666666664,-144.5,250,0,POINT  ( -144.5   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn37:bongo:Net1,bongo net cast,IYS:GoA2019:Stn37,cast,2019-03-05T10:15:00Z,2019,3,5,52.666666666666664,-144.5,250,0,POINT  ( -144.5   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn37:bongo:Net2,bongo net cast,IYS:GoA2019:Stn37,cast,2019-03-05T10:15:00Z,2019,3,5,52.666666666666664,-144.5,250,0,POINT  ( -144.5   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn38:bongo:Net1,bongo net cast,IYS:GoA2019:Stn38,cast,2019-03-05T18:05:00Z,2019,3,5,53.666666666666664,-144.5,250,0,POINT  ( -144.5   53.666666666666664 ),0,WGS84
IYS:GoA2019:Stn38:bongo:Net2,bongo net cast,IYS:GoA2019:Stn38,cast,2019-03-05T18:05:00Z,2019,3,5,53.666666666666664,-144.5,250,0,POINT  ( -144.5   53.666666666666664 ),0,WGS84
IYS:GoA2019:Stn40:bongo:Net1,bongo net cast,IYS:GoA2019:Stn40,cast,2019-03-06T09:10:00Z,2019,3,6,54.666666666666664,-143,250,0,POINT  ( -143   54.666666666666664 ),0,WGS84
IYS:GoA2019:Stn40:bongo:Net2,bongo net cast,IYS:GoA2019:Stn40,cast,2019-03-06T09:10:00Z,2019,3,6,54.666666666666664,-143,250,0,POINT  ( -143   54.666666666666664 ),0,WGS84
IYS:GoA2019:Stn41:bongo:Net1,bongo net cast,IYS:GoA2019:Stn41,cast,2019-03-06T17:15:00Z,2019,3,6,53.666666666666664,-143,250,0,POINT  ( -143   53.666666666666664 ),0,WGS84
IYS:GoA2019:Stn41:bongo:Net2,bongo net cast,IYS:GoA2019:Stn41,cast,2019-03-06T17:15:00Z,2019,3,6,53.666666666666664,-143,250,0,POINT  ( -143   53.666666666666664 ),0,WGS84
IYS:GoA2019:Stn42:bongo:Net1,bongo net cast,IYS:GoA2019:Stn42,cast,2019-03-07T01:10:00Z,2019,3,7,52.666666666666664,-143,250,0,POINT  ( -143   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn42:bongo:Net2,bongo net cast,IYS:GoA2019:Stn42,cast,2019-03-07T01:10:00Z,2019,3,7,52.666666666666664,-143,250,0,POINT  ( -143   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn43:bongo:Net1,bongo net cast,IYS:GoA2019:Stn43,cast,2019-03-07T09:23:00Z,2019,3,7,51.666666666666664,-143.0025,250,0,POINT  ( -143.0025   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn43:bongo:Net2,bongo net cast,IYS:GoA2019:Stn43,cast,2019-03-07T09:23:00Z,2019,3,7,51.666666666666664,-143.0025,250,0,POINT  ( -143.0025   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn44:bongo:Net1,bongo net cast,IYS:GoA2019:Stn44,cast,2019-03-07T17:58:00Z,2019,3,7,50.666499999999999,-142.99950000000001,250,0,POINT  ( -142.99950000000001   50.666499999999999 ),0,WGS84
IYS:GoA2019:Stn44:bongo:Net2,bongo net cast,IYS:GoA2019:Stn44,cast,2019-03-07T17:58:00Z,2019,3,7,50.666499999999999,-142.99950000000001,250,0,POINT  ( -142.99950000000001   50.666499999999999 ),0,WGS84
IYS:GoA2019:Stn45:bongo:Net1,bongo net cast,IYS:GoA2019:Stn45,cast,2019-03-08T02:35:00Z,2019,3,8,49.666666666666664,-142.99883333333332,250,0,POINT  ( -142.99883333333332   49.666666666666664 ),0,WGS84
IYS:GoA2019:Stn45:bongo:Net2,bongo net cast,IYS:GoA2019:Stn45,cast,2019-03-08T02:35:00Z,2019,3,8,49.666666666666664,-142.99883333333332,250,0,POINT  ( -142.99883333333332   49.666666666666664 ),0,WGS84
IYS:GoA2019:Stn46:bongo:Net1,bongo net cast,IYS:GoA2019:Stn46,cast,2019-03-08T12:19:00Z,2019,3,8,48.667000000000002,-142.99700000000001,250,0,POINT  ( -142.99700000000001   48.667000000000002 ),0,WGS84
IYS:GoA2019:Stn46:bongo:Net2,bongo net cast,IYS:GoA2019:Stn46,cast,2019-03-08T12:19:00Z,2019,3,8,48.667000000000002,-142.99700000000001,250,0,POINT  ( -142.99700000000001   48.667000000000002 ),0,WGS84
IYS:GoA2019:Stn47:bongo:Net1,bongo net cast,IYS:GoA2019:Stn47,cast,2019-03-08T20:30:00Z,2019,3,8,48.666666666666664,-141.50133333333332,250,0,POINT  ( -141.50133333333332   48.666666666666664 ),0,WGS84
IYS:GoA2019:Stn47:bongo:Net2,bongo net cast,IYS:GoA2019:Stn47,cast,2019-03-08T20:30:00Z,2019,3,8,48.666666666666664,-141.50133333333332,250,0,POINT  ( -141.50133333333332   48.666666666666664 ),0,WGS84
IYS:GoA2019:Stn48:bongo:Net1,bongo net cast,IYS:GoA2019:Stn48,cast,2019-03-09T05:50:00Z,2019,3,9,49.666666666666664,-141.5,250,0,POINT  ( -141.5   49.666666666666664 ),0,WGS84
IYS:GoA2019:Stn48:bongo:Net2,bongo net cast,IYS:GoA2019:Stn48,cast,2019-03-09T05:50:00Z,2019,3,9,49.666666666666664,-141.5,250,0,POINT  ( -141.5   49.666666666666664 ),0,WGS84
IYS:GoA2019:Stn49:bongo:Net1,bongo net cast,IYS:GoA2019:Stn49,cast,2019-03-09T14:20:00Z,2019,3,9,50.665833333333332,-141.49916666666667,250,0,POINT  ( -141.49916666666667   50.665833333333332 ),0,WGS84
IYS:GoA2019:Stn49:bongo:Net2,bongo net cast,IYS:GoA2019:Stn49,cast,2019-03-09T14:20:00Z,2019,3,9,50.665833333333332,-141.49916666666667,250,0,POINT  ( -141.49916666666667   50.665833333333332 ),0,WGS84
IYS:GoA2019:Stn50:bongo:Net1,bongo net cast,IYS:GoA2019:Stn50,cast,2019-03-09T22:51:00Z,2019,3,9,51.664666666666669,-141.49816666666666,250,0,POINT  ( -141.49816666666666   51.664666666666669 ),0,WGS84
IYS:GoA2019:Stn50:bongo:Net2,bongo net cast,IYS:GoA2019:Stn50,cast,2019-03-09T22:51:00Z,2019,3,9,51.664666666666669,-141.49816666666666,250,0,POINT  ( -141.49816666666666   51.664666666666669 ),0,WGS84
IYS:GoA2019:Stn53:bongo:Net1,bongo net cast,IYS:GoA2019:Stn53,cast,2019-03-10T23:07:00Z,2019,3,10,53.667833333333334,-140.00116666666668,250,0,POINT  ( -140.00116666666668   53.667833333333334 ),0,WGS84
IYS:GoA2019:Stn53:bongo:Net2,bongo net cast,IYS:GoA2019:Stn53,cast,2019-03-10T23:07:00Z,2019,3,10,53.667833333333334,-140.00116666666668,250,0,POINT  ( -140.00116666666668   53.667833333333334 ),0,WGS84
IYS:GoA2019:Stn54:bongo:Net1,bongo net cast,IYS:GoA2019:Stn54,cast,2019-03-11T11:20:00Z,2019,3,11,52.666666666666664,-140,250,0,POINT  ( -140   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn54:bongo:Net2,bongo net cast,IYS:GoA2019:Stn54,cast,2019-03-11T11:20:00Z,2019,3,11,52.666666666666664,-140,250,0,POINT  ( -140   52.666666666666664 ),0,WGS84
IYS:GoA2019:Stn55:bongo:Net1,bongo net cast,IYS:GoA2019:Stn55,cast,2019-03-11T22:24:00Z,2019,3,11,51.666666666666664,-139.99950000000001,250,0,POINT  ( -139.99950000000001   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn55:bongo:Net2,bongo net cast,IYS:GoA2019:Stn55,cast,2019-03-11T22:24:00Z,2019,3,11,51.666666666666664,-139.99950000000001,250,0,POINT  ( -139.99950000000001   51.666666666666664 ),0,WGS84
IYS:GoA2019:Stn56:bongo:Net1,bongo net cast,IYS:GoA2019:Stn56,cast,2019-03-12T15:50:00Z,2019,3,12,50.666666666666664,-140.00016666666667,250,0,POINT  ( -140.00016666666667   50.666666666666664 ),0,WGS84
IYS:GoA2019:Stn56:bongo:Net2,bongo net cast,IYS:GoA2019:Stn56,cast,2019-03-12T15:50:00Z,2019,3,12,50.666666666666664,-140.00016666666667,250,0,POINT  ( -140.00016666666667   50.666666666666664 ),0,WGS84
IYS:GoA2019:Stn57:bongo:Net1,bongo net cast,IYS:GoA2019:Stn57,cast,2019-03-13T00:27:00Z,2019,3,13,50.666666666666664,-138.5,250,0,POINT  ( -138.5   50.666666666666664 ),0,WGS84
IYS:GoA2019:Stn57:bongo:Net2,bongo net cast,IYS:GoA2019:Stn57,cast,2019-03-13T00:27:00Z,2019,3,13,50.6666666666667,-138.5,250,0,POINT  ( -138.5   50.6666666666667 ),0,WGS84
IYS:GoA2019:Stn58:bongo:Net1,bongo net cast,IYS:GoA2019:Stn58,cast,2019-03-13T18:08:00Z,2019,3,13,49.663666666666664,-138.49683333333334,250,0,POINT  ( -138.49683333333334   49.663666666666664 ),0,WGS84
IYS:GoA2019:Stn58:bongo:Net2,bongo net cast,IYS:GoA2019:Stn58,cast,2019-03-13T18:08:00Z,2019,3,13,49.663666666666664,-138.49683333333334,250,0,POINT  ( -138.49683333333334   49.663666666666664 ),0,WGS84
IYS:GoA2019:Stn59:bongo:Net1,bongo net cast,IYS:GoA2019:Stn59,cast,2019-03-14T07:40:00Z,2019,3,14,48.666666666666664,-138.5,250,0,POINT  ( -138.5   48.666666666666664 ),0,WGS84
IYS:GoA2019:Stn59:bongo:Net2,bongo net cast,IYS:GoA2019:Stn59,cast,2019-03-14T07:40:00Z,2019,3,14,48.666666666666664,-138.5,250,0,POINT  ( -138.5   48.666666666666664 ),0,WGS84
IYS:GoA2019:Stn60:bongo:Net1,bongo net cast,IYS:GoA2019:Stn60,cast,2019-03-14T15:59:00Z,2019,3,14,48.665666666666702,-139.994,250,0,POINT  ( -139.994   48.665666666666702 ),0,WGS84
IYS:GoA2019:Stn60:bongo:Net2,bongo net cast,IYS:GoA2019:Stn60,cast,2019-03-14T15:59:00Z,2019,3,14,48.665666666666702,-139.994,250,0,POINT  ( -139.994   48.665666666666702 ),0,WGS84
IYS:GoA2019:Stn1:bongo:Net2:Z53,bongo net sampleID,IYS:GoA2019:Stn1:bongo:Net2,cast,2019-02-18T21:30:00Z,2019,2,18,48.301166666666667,-128.52266666666668,250,0,POINT  ( -128.52266666666668   48.301166666666667 ),0,WGS84
IYS:GoA2019:Stn1:bongo:Net2:Z54,bongo net sampleID,IYS:GoA2019:Stn1:bongo:Net2,cast,2019-02-18T21:30:00Z,2019,2,18,48.301166666666667,-128.52266666666668,250,0,POINT  ( -128.52266666666668   48.301166666666667 ),0,WGS84
IYS:GoA2019:Stn1:bongo:Net2:Z55,bongo net sampleID,IYS:GoA2019:Stn1:bongo:Net2,cast,2019-02-18T21:30:00Z,2019,2,18,48.301166666666667,-128.52266666666668,250,0,POINT  ( -128.52266666666668   48.301166666666667 ),0,WGS84
IYS:GoA2019:Stn1:bongo:Net2:Z56,bongo net sampleID,IYS:GoA2019:Stn1:bongo:Net2,cast,2019-02-18T21:30:00Z,2019,2,18,48.301166666666667,-128.52266666666668,250,0,POINT  ( -128.52266666666668   48.301166666666667 ),0,WGS84
IYS:GoA2019:Stn1:bongo:Net2:Z86,bongo net sampleID,IYS:GoA2019:Stn1:bongo:Net2,cast,2019-02-18T21:30:00Z,2019,2,18,48.301166666666667,-128.52266666666668,250,0,POINT  ( -128.52266666666668   48.301166666666667 ),0,WGS84
IYS:GoA2019:Stn2:bongo:Net2:Z85,bongo net sampleID,IYS:GoA2019:Stn2:bongo:Net2,cast,2019-02-19T07:05:00Z,2019,2,19,48.18333333333333,-129.91666666666666,250,0,POINT  ( -129.91666666666666   48.18333333333333 ),0,WGS84
IYS:GoA2019:Stn2:bongo:Net2:Z87,bongo net sampleID,IYS:GoA2019:Stn2:bongo:Net2,cast,2019-02-19T07:05:00Z,2019,2,19,48.18333333333333,-129.91666666666666,250,0,POINT  ( -129.91666666666666   48.18333333333333 ),0,WGS84
IYS:GoA2019:Stn2:bongo:Net2:Z88,bongo net sampleID,IYS:GoA2019:Stn2:bongo:Net2,cast,2019-02-19T07:05:00Z,2019,2,19,48.18333333333333,-129.91666666666666,250,0,POINT  ( -129.91666666666666   48.18333333333333 ),0,WGS84
IYS:GoA2019:Stn2:bongo:Net2:Z52,bongo net sampleID,IYS:GoA2019:Stn2:bongo:Net2,cast,2019-02-19T07:05:00Z,2019,2,19,48.18333333333333,-129.91666666666666,250,0,POINT  ( -129.91666666666666   48.18333333333333 ),0,WGS84
IYS:GoA2019:Stn2:bongo:Net2:Z51,bongo net sampleID,IYS:GoA2019:Stn2:bongo:Net2,cast,2019-02-19T07:05:00Z,2019,2,19,48.18333333333333,-129.91666666666666,250,0,POINT  ( -129.91666666666666   48.18333333333333 ),0,WGS84
IYS:GoA2019:Stn3:bongo:Net2:Z81,bongo net sampleID,IYS:GoA2019:Stn3:bongo:Net2,cast,2019-02-21T08:21:00Z,2019,2,21,47.666666666666664,-136.99666666666667,250,0,POINT  ( -136.99666666666667   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn3:bongo:Net2:Z82,bongo net sampleID,IYS:GoA2019:Stn3:bongo:Net2,cast,2019-02-21T08:21:00Z,2019,2,21,47.666666666666664,-136.99666666666667,250,0,POINT  ( -136.99666666666667   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn3:bongo:Net2:Z84,bongo net sampleID,IYS:GoA2019:Stn3:bongo:Net2,cast,2019-02-21T08:21:00Z,2019,2,21,47.666666666666664,-136.99666666666667,250,0,POINT  ( -136.99666666666667   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn3:bongo:Net2:Z100,bongo net sampleID,IYS:GoA2019:Stn3:bongo:Net2,cast,2019-02-21T08:21:00Z,2019,2,21,47.666666666666664,-136.99666666666667,250,0,POINT  ( -136.99666666666667   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn3:bongo:Net2:Z99,bongo net sampleID,IYS:GoA2019:Stn3:bongo:Net2,cast,2019-02-21T08:21:00Z,2019,2,21,47.666666666666664,-136.99666666666667,250,0,POINT  ( -136.99666666666667   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn4:bongo:Net2:Z75,bongo net sampleID,IYS:GoA2019:Stn4:bongo:Net2,cast,2019-02-21T18:30:00Z,2019,2,21,47.661666666666669,-138.5,250,0,POINT  ( -138.5   47.661666666666669 ),0,WGS84
IYS:GoA2019:Stn4:bongo:Net2:Z78,bongo net sampleID,IYS:GoA2019:Stn4:bongo:Net2,cast,2019-02-21T18:30:00Z,2019,2,21,47.661666666666669,-138.5,250,0,POINT  ( -138.5   47.661666666666669 ),0,WGS84
IYS:GoA2019:Stn4:bongo:Net2:Z77,bongo net sampleID,IYS:GoA2019:Stn4:bongo:Net2,cast,2019-02-21T18:30:00Z,2019,2,21,47.661666666666669,-138.5,250,0,POINT  ( -138.5   47.661666666666669 ),0,WGS84
IYS:GoA2019:Stn4:bongo:Net2:Z79,bongo net sampleID,IYS:GoA2019:Stn4:bongo:Net2,cast,2019-02-21T18:30:00Z,2019,2,21,47.661666666666669,-138.5,250,0,POINT  ( -138.5   47.661666666666669 ),0,WGS84
IYS:GoA2019:Stn4:bongo:Net2:Z80,bongo net sampleID,IYS:GoA2019:Stn4:bongo:Net2,cast,2019-02-21T18:30:00Z,2019,2,21,47.661666666666669,-138.5,250,0,POINT  ( -138.5   47.661666666666669 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:Z18,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:Z19,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:Z20,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:Z21,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:S53,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:S54,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:S50,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:S52,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn5:bongo:Net2:S51,bongo net sampleID,IYS:GoA2019:Stn5:bongo:Net2,cast,2019-02-22T07:00:00Z,2019,2,22,47.666666666666664,-140,250,0,POINT  ( -140   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn6:bongo:Net2:Z83,bongo net sampleID,IYS:GoA2019:Stn6:bongo:Net2,cast,2019-02-22T18:00:00Z,2019,2,22,47.666166666666669,-141.49850000000001,250,0,POINT  ( -141.49850000000001   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn6:bongo:Net2:Z89,bongo net sampleID,IYS:GoA2019:Stn6:bongo:Net2,cast,2019-02-22T18:00:00Z,2019,2,22,47.666166666666669,-141.49850000000001,250,0,POINT  ( -141.49850000000001   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn6:bongo:Net2:Z11,bongo net sampleID,IYS:GoA2019:Stn6:bongo:Net2,cast,2019-02-22T18:00:00Z,2019,2,22,47.666166666666669,-141.49850000000001,250,0,POINT  ( -141.49850000000001   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn6:bongo:Net2:Z13,bongo net sampleID,IYS:GoA2019:Stn6:bongo:Net2,cast,2019-02-22T18:00:00Z,2019,2,22,47.666166666666669,-141.49850000000001,250,0,POINT  ( -141.49850000000001   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn6:bongo:Net2:Z12,bongo net sampleID,IYS:GoA2019:Stn6:bongo:Net2,cast,2019-02-22T18:00:00Z,2019,2,22,47.666166666666669,-141.49850000000001,250,0,POINT  ( -141.49850000000001   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn7:bongo:Net2:Z38,bongo net sampleID,IYS:GoA2019:Stn7:bongo:Net2,cast,2019-02-23T03:20:00Z,2019,2,23,47.666666666666664,-143,250,0,POINT  ( -143   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn7:bongo:Net2:Z41,bongo net sampleID,IYS:GoA2019:Stn7:bongo:Net2,cast,2019-02-23T03:20:00Z,2019,2,23,47.666666666666664,-143,250,0,POINT  ( -143   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn7:bongo:Net2:Z40,bongo net sampleID,IYS:GoA2019:Stn7:bongo:Net2,cast,2019-02-23T03:20:00Z,2019,2,23,47.666666666666664,-143,250,0,POINT  ( -143   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn7:bongo:Net2:Z39,bongo net sampleID,IYS:GoA2019:Stn7:bongo:Net2,cast,2019-02-23T03:20:00Z,2019,2,23,47.666666666666664,-143,250,0,POINT  ( -143   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn8:bongo:Net2:Z8,bongo net sampleID,IYS:GoA2019:Stn8:bongo:Net2,cast,2019-02-23T11:45:00Z,2019,2,23,47.670166666666667,-144.49549999999999,250,0,POINT  ( -144.49549999999999   47.670166666666667 ),0,WGS84
IYS:GoA2019:Stn8:bongo:Net2:Z3,bongo net sampleID,IYS:GoA2019:Stn8:bongo:Net2,cast,2019-02-23T11:45:00Z,2019,2,23,47.670166666666667,-144.49549999999999,250,0,POINT  ( -144.49549999999999   47.670166666666667 ),0,WGS84
IYS:GoA2019:Stn8:bongo:Net2:Z2,bongo net sampleID,IYS:GoA2019:Stn8:bongo:Net2,cast,2019-02-23T11:45:00Z,2019,2,23,47.670166666666667,-144.49549999999999,250,0,POINT  ( -144.49549999999999   47.670166666666667 ),0,WGS84
IYS:GoA2019:Stn8:bongo:Net2:Z5,bongo net sampleID,IYS:GoA2019:Stn8:bongo:Net2,cast,2019-02-23T11:45:00Z,2019,2,23,47.670166666666667,-144.49549999999999,250,0,POINT  ( -144.49549999999999   47.670166666666667 ),0,WGS84
IYS:GoA2019:Stn8:bongo:Net2:Z15,bongo net sampleID,IYS:GoA2019:Stn8:bongo:Net2,cast,2019-02-23T11:45:00Z,2019,2,23,47.670166666666667,-144.49549999999999,250,0,POINT  ( -144.49549999999999   47.670166666666667 ),0,WGS84
IYS:GoA2019:Stn9:bongo:Net2:Z10,bongo net sampleID,IYS:GoA2019:Stn9:bongo:Net2,cast,2019-02-23T20:15:00Z,2019,2,23,47.666166666666669,-145.86566666666667,250,0,POINT  ( -145.86566666666667   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn9:bongo:Net2:Z14,bongo net sampleID,IYS:GoA2019:Stn9:bongo:Net2,cast,2019-02-23T20:15:00Z,2019,2,23,47.666166666666669,-145.86566666666667,250,0,POINT  ( -145.86566666666667   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn9:bongo:Net2:Z17,bongo net sampleID,IYS:GoA2019:Stn9:bongo:Net2,cast,2019-02-23T20:15:00Z,2019,2,23,47.666166666666669,-145.86566666666667,250,0,POINT  ( -145.86566666666667   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn9:bongo:Net2:Z9,bongo net sampleID,IYS:GoA2019:Stn9:bongo:Net2,cast,2019-02-23T20:15:00Z,2019,2,23,47.666166666666669,-145.86566666666667,250,0,POINT  ( -145.86566666666667   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn9:bongo:Net2:Z6,bongo net sampleID,IYS:GoA2019:Stn9:bongo:Net2,cast,2019-02-23T20:15:00Z,2019,2,23,47.666166666666669,-145.86566666666667,250,0,POINT  ( -145.86566666666667   47.666166666666669 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net2:Z31,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net2,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net2:Z4,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net2,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net2:Z1,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net2,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net2:Z30,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net2,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net2:Z7,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net2,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn10:bongo:Net1:Petri dish,bongo net sampleID,IYS:GoA2019:Stn10:bongo:Net1,cast,2019-02-24T04:50:00Z,2019,2,24,47.666666666666664,-147.5,250,0,POINT  ( -147.5   47.666666666666664 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:Z25,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:Z26,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:Z27,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:22001,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:22002,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:Z28,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:22003,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:22007,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
IYS:GoA2019:Stn11:bongo:Net2:22006,bongo net sampleID,IYS:GoA2019:Stn11:bongo:Net2,cast,2019-02-24T14:05:00Z,2019,2,24,48.667499999999997,-147.50066666666666,250,0,POINT  ( -147.50066666666666   48.667499999999997 ),0,WGS84
